Year,COUNTY,District Name,Autism,Total SWD Count,Total Students,Classification Rate,SED1,GEOID,Longitude,Latitude,PM25,Elevation (ft),vpdmin_hPa,vpdmax _hPa,ppt_mm,tmin_c,tmean_c,tmax_c,tdmean_c,Total_pop,Age20to24_percent,Age25to34_percent,Age35to44_percent,Age45to54_percent,Age55to59_percent,Age60to64_percent,Age65to74_percent,Age75to84_percent,Age85plus_percent,Age18plus_percent,Age21plus_percent,Age65plus_percent,LC_Total,Pop_density,GEO_ID,Below_poverty_percent,Bachelor_plus_percent,Median_household_income,NAME,total_pop,male_percent,female_percent,median_age,under5_percent,age5to9_percent,age10to14_percent,age15to19_percent,white_percent,black_percent,asian_percent,hispanic_percent,non_hispanic_percent,Water_percent,Developed_percent,Barren_percent,Forest_percent,Shrub_percent,Grass_percent,Pasture_crops_percent,Wetland_percent
2014,Wyoming,PERRY CENTRAL SCHOOL DISTRICT,10,122,995,12.26,67120106,3622770,-78.0032,42.7273,7.4,1355,0.53,8.31,860.55,1.44,6.72,12,1.33,6004,5.46,12.79,11.13,12.61,7.63,7.84,11.93,3.98,1.88,76.25,74.4,17.79,179464500,33.46,9700000US3622770,10.7,18.5,52149,"Perry Central School District, New York",6004,52.3,47.7,41.7,8,3.9,7.6,5.2,99.4,0.1,0,1.6,98.4,2.40064191,9.769062962,0.081743186,19.18908754,0.00250746,0.124871493,61.6173115,6.814773953
2014,Wayne,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,12,167,1389,12.02,65150106,3616980,-76.8535,43.207,6.1,377,0.99,9.37,1030.22,3.28,8.22,13.17,2,8994,6.73,10.12,10.26,14.98,8.66,6.34,10.52,4.95,1.95,76.81,73.45,17.41,341931600,26.3,9700000US3616980,10.4,13.6,45203,"North Rose-Wolcott Central School District, New York",8994,50.2,49.8,42.5,5.6,5.9,7,6.9,95.1,2.2,0.6,3.8,96.2,6.616060054,9.142617997,0.069224371,30.33633042,0.093702951,0.150556427,38.75827797,14.8332298
2014,Monroe,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,19,161,1131,14.24,26131303,3609930,-77.4931,43.1123,7,384,1.18,9.35,914.15,3.89,8.56,13.22,2.11,8992,6.37,15.12,14.18,11.53,7.43,6.07,7.54,4.78,2,78.16,73.95,14.32,7297200,1232.25,9700000US3609930,13.4,29.5,51517,"East Rochester Union Free School District, New York",8992,49.5,50.5,38,4.9,5.7,7.8,6.6,88.6,6.6,1.8,5.3,94.7,0.061667489,96.44795264,0,3.268376912,0,0,0,0.22200296
2014,Albany,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,12,122,952,12.82,1020104,3604650,-74.0992,42.6051,7.1,1286,0.35,8.8,1033.27,0.94,6.78,12.56,1.06,6399,4.92,9.31,11.17,20.05,9.35,7.3,9.72,5.69,1.45,80.2,77.59,16.86,324140400,19.74,9700000US3604650,4.3,30.1,70475,"Berne-Knox-Westerlo Central School District, New York",6399,51.8,48.2,46.5,4.7,4,6.4,5.9,96.7,0.6,1.2,0.3,99.7,0.833250036,7.983762592,0.109674697,57.88574951,0.080798321,0.109952354,26.15477737,6.842035118
2014,Madison,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,2,64,459,13.94,25150104,3628140,-75.6061,42.9901,6.5,1102,0.57,8.43,1172.46,1.78,6.94,12.17,1.44,3070,8.89,10.36,14.79,15.7,6.97,4.98,7.43,4.89,1.34,78.44,72.93,13.65,113527800,27.04,9700000US3628140,13.6,11.7,56953,"Stockbridge Valley Central School District, New York",3070,46.5,53.5,40.2,5.5,4.1,7,8,92.8,0,0.1,0.4,99.6,0.054700258,8.346942335,0.248925814,32.24540597,0.002378272,0.009513088,55.99562398,3.096510282
2015,Suffolk,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,17,153,1275,12,58020602,3623490,-73.0825,41.0108,,0,1.26,10.87,892.3,6.83,11.61,16.39,4.72,7744,4.13,10.09,11.34,18.69,6.43,6.29,14.01,5.44,2.58,80.51,78.09,22.03,78966000,98.07,9700000US3623490,2.1,62.9,124033,"Port Jefferson Union Free School District, New York",7744,48.5,51.5,47.3,2.3,5.3,7.9,5.6,88.3,2.1,5.3,5.2,94.8,86.88283565,11.27307955,1.0690677,0.638249373,0.001139731,0.002279462,0,0.13334853
2015,Wayne,SODUS CENTRAL SCHOOL DISTRICT,12,145,1092,13.28,65120106,3627120,-77.0488,43.2302,6.2,367,0.87,8.87,1099.82,3.33,8.33,13.39,2.72,7724,7.51,11.83,9.41,15.51,7.02,6.81,11.13,4.93,2.59,77.87,75.62,18.66,166907700,46.28,9700000US3627120,17.3,16.1,45000,"Sodus Central School District, New York",7724,49.5,50.5,43.2,8,5.8,5.3,4.2,88.1,5.9,0.4,5.5,94.5,11.85152033,11.99333524,0.099755733,26.52693674,0.014019725,0.099755733,37.70820639,11.7064701
2015,Franklin,CHATEAUGAY CENTRAL SCHOOL DISTRICT,6,67,518,12.93,16080104,3607080,-74.0707,44.8945,5.4,1286,0.39,8.63,1164.59,0.67,6.17,11.67,1.17,3326,7.58,15.36,11.03,17.65,7.79,5.44,8.09,4.21,1.71,80.07,77.96,14.01,327347100,10.16,9700000US3607080,15.1,13.4,51006,"Chateaugay Central School District, New York",3326,56.4,43.6,42.6,4.5,6,4.6,5.9,92.4,4.1,0.8,2.1,97.9,0.926356195,5.326891826,0.116310083,48.30195527,1.350626782,0.267815653,29.69784125,14.01220293
2015,Warren,LAKE GEORGE CENTRAL SCHOOL DISTRICT,3,104,824,12.62,63070104,3616470,-73.6797,43.4313,6.3,856,0.59,10.1,1061.47,0.94,7.28,13.56,0.89,6534,5.57,7.33,8.83,12.49,10.15,12.24,15.82,7.67,3.06,86.65,81.99,26.55,156375900,41.78,9700000US3616470,7,37.7,68802,"Lake George Central School District, New York",6534,50.1,49.9,54.2,1.9,2.9,5.8,6.2,97.8,1,0.1,2.8,97.2,20.11959643,15.4059545,0.559996777,55.18299175,0.206617516,0.261868996,1.516538034,6.746435992
2016,Putnam,HALDANE CENTRAL SCHOOL DISTRICT,5,108,877,12.31,48040104,3613230,-73.9031,41.4525,6,515,1.02,12.7,1124.97,5.61,11.28,16.94,3.67,5529,3.62,9.3,11.03,16.22,10.91,7.49,13.96,3.2,1.84,78.77,77.34,19.01,90907200,60.82,9700000US3613230,3.7,48.8,94167,"Haldane Central School District, New York",5529,51.9,48.1,47.3,3.7,6.5,7.2,5,95,0.8,1.1,7,93,3.872960558,8.461706003,0.561341676,80.94012355,0.028710597,0.196024077,1.345437985,4.593695549
2016,Washington,CAMBRIDGE CENTRAL SCHOOL DISTRICT,9,113,922,12.26,64161004,3606210,-73.3774,43.0295,5,574,0.67,11.3,1026.67,2.72,8.83,15,1.89,6277,4.6,8.95,10.63,14.64,8.71,7.57,12.78,7.33,2.01,79.85,76.36,22.11,268371000,23.39,9700000US3606210,3.7,29,56437,"Cambridge Central School District, New York",6277,49.2,50.8,46.9,4.5,4.9,7.3,6.1,96.2,0.6,0.9,1.4,98.6,0.667359737,7.694423019,0.024145679,55.57631041,0.051644924,0.095912002,29.23270398,6.657500252
2016,Onondaga,TULLY CENTRAL SCHOOL DISTRICT,9,114,857,13.3,42190204,3629130,-76.1556,42.8196,4.7,1371,0.56,9.49,997.2,3.11,8.28,13.5,2.67,5756,6.34,8.62,9.52,17.91,9.62,8.1,9,3.28,1.11,75.64,72.1,13.39,207056700,27.8,9700000US3629130,6,35.6,69653,"Tully Central School District, New York",5756,54.1,45.9,44.2,4.2,4.7,8.6,9,97.2,0.4,0.5,1.7,98.3,2.316756714,9.167488905,0.087367373,48.63015783,0.033903757,0.076935448,34.64225017,5.04513981
2016,Ontario,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,9,99,936,10.58,43050104,3604920,-77.4522,42.8876,5.3,1007,0.88,11.5,778,3.94,9.61,15.28,2.94,6366,5.53,9.17,10.78,14.34,11.17,9.93,12.71,3.77,1.13,80.4,77.58,17.61,173078100,36.78,9700000US3604920,5.5,25.6,55968,"East Bloomfield Central School District, New York",6366,52.8,47.2,47.4,5.1,4.9,5.3,6.2,98.9,0.4,0.4,1,99,0.146119006,9.494615437,0.367117504,23.68843892,0,0.024439834,62.10369769,4.175571606
2016,Onondaga,SKANEATELES CENTRAL SCHOOL DISTRICT,14,103,1387,7.43,42160106,3626940,-76.4101,42.9051,5,899,0.71,10.68,1103.88,4.06,9.39,14.72,3.39,8691,4.83,7.32,8.27,16.96,10.98,7.42,14.31,6.12,3.38,80.87,78.35,23.82,200305800,43.39,9700000US3626940,2.6,56.1,85933,"Skaneateles Central School District, New York",8691,48.9,51.1,50.8,2.5,4.2,7,6.7,97.5,0,1,1,99,13.22552817,11.44714731,0.009435573,18.43486309,0.001347939,0.139736343,51.19876709,5.543174486
2017,WARREN,LAKE GEORGE CENTRAL SCHOOL DISTRICT,3,87,790,11.01,63070104,3616470,-73.6797,43.4313,5.3,856,0.44,9.45,1173.99,2.17,7.94,13.78,1.89,6498,7.19,7.82,8.26,10.54,9.43,10.73,17.05,8.71,3.89,85.84,82.35,29.66,156375900,41.55,9700000US3616470,3.3,36.1,73897,"Lake George Central School District, New York",6498,49.1,50.9,54.9,2.7,3.2,4.9,5.5,96.6,0.9,1.7,1.9,98.1,20.11614322,15.47329224,0.558845704,55.13004242,0.195106791,0.290645809,1.487761222,6.748162601
2017,ORLEANS,KENDALL CENTRAL SCHOOL DISTRICT,11,112,694,16.14,45060704,3616200,-78.0473,43.3275,5.7,325,1.4,9.62,1161.8,5.5,10.11,14.78,3.39,4835,6.16,9.58,12.16,16.05,7.65,7.11,12.02,4.18,1.18,77.97,75.18,17.37,167788800,28.82,9700000US3616200,6.1,18,54257,"Kendall Central School District, New York",4835,50.5,49.5,43.6,4.7,6.6,6.4,6.2,98.4,0.4,0,4.6,95.4,1.227257123,10.0857149,0.074021627,20.11242705,0.013946104,0.085285788,55.99253347,12.40881394
2017,ALBANY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,9,118,902,13.08,1020104,3604650,-74.0992,42.6051,6.2,1286,0.3,9.32,1060.96,2.44,8.11,13.83,2.39,6401,7.56,9.28,10.31,18.5,9.08,7.45,8.44,4.64,1.67,79.22,74.44,14.75,324140400,19.75,9700000US3604650,5.3,30.5,75461,"Berne-Knox-Westerlo Central School District, New York",6401,51.9,48.1,44.9,5.3,5.8,5.5,6.5,97.3,0.4,0.9,0.6,99.4,0.7891025,8.039849399,0.109952354,57.85687313,0.111618299,0.108286409,26.11951488,6.86480303
2018,WARREN,LAKE GEORGE CENTRAL SCHOOL DISTRICT,3,87,774,11.24,63070104,3616470,-73.6797,43.4313,5.1,856,0.34,8.46,1195.83,2.17,7.56,12.94,2.33,6412,5.33,8.34,8.95,9.93,8.2,10.39,17.73,7.92,4.43,84.25,80.58,30.08,156375900,41,9700000US3616470,4.2,36.9,72176,"Lake George Central School District, New York",6412,47.9,52.1,54.1,2.9,3.8,5.3,6.8,96,1.4,1.5,2.4,97.6,20.05456084,15.53487462,0.559421241,55.13694885,0.175538558,0.300429926,1.479128178,6.759097789
2018,LIVINGSTON,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,9,112,829,13.51,24020104,3606180,-77.8522,42.9851,5.9,633,0.77,9.33,916.18,4.33,9.11,13.89,3.61,5418,5.96,14.36,9.86,13.99,6.98,7.81,10.06,6.18,2.31,78.72,75.4,18.55,154558800,35.05,9700000US3606180,5.9,27.1,55438,"Caledonia-Mumford Central School District, New York",5418,48.4,51.6,42,8,5.5,5.2,3.7,92.9,2.3,1.6,2.3,97.7,0.337153239,11.34092656,0.397130413,14.45508117,0.029697436,0.026785922,59.61672839,13.79649687
2018,OTSEGO,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,2,75,490,15.31,47220204,3600006,-74.7822,42.7803,5.6,1778,0.26,6.88,1335.02,2.11,6.67,11.22,2.44,3989,6.37,10.1,10.5,15.19,9.2,7.37,9.75,5.57,1.75,76.99,73.8,17.07,369044100,10.81,9700000US3600006,8.9,24.9,54741,"Cherry Valley-Springfield Central School District, New York",3989,48.8,51.2,44.2,7.3,6.1,5.3,5.5,97.5,0.2,0.3,1.6,98.4,1.964399377,6.586773776,0.017558877,50.37056547,0.233142868,0.11925404,31.70816171,9.000143885
2018,WESTCHESTER,TUCKAHOE UNION FREE SCHOOL DISTRICT,21,139,1140,12.19,66030203,3629040,-73.8146,40.941,7.1,187,1.34,10.31,1624.84,8.17,12.22,16.22,5.39,8159,5.69,9.67,16.02,15.08,7.87,5.87,7.3,3.73,3.43,77.58,73.73,14.46,3093300,2637.64,9700000US3629040,1.8,59.8,109188,"Tuckahoe Union Free School District, New York",8159,52,48,39.5,6.9,7,6.5,4.9,78.2,3,5.7,12.3,87.7,0,97.09048589,0,0.610997963,0,0.203665988,0,2.09485016
2019,GENESEE,PEMBROKE CENTRAL SCHOOL DISTRICT,14,130,956,13.6,18130204,3608340,-78.3643,42.979,5.3,873,0.85,8.31,1193.29,3.39,8.22,13.11,2.94,6861,2.38,8.98,10.9,14.23,8.16,10.42,13.92,7.58,2.43,81.77,78.75,23.93,181410300,37.82,9700000US3608340,5.2,19.9,69524,"Pembroke Central School District, New York",6861,49.7,50.3,50.3,2.8,5.8,5.7,6.7,95.9,0.7,0.1,1.1,98.9,0.278815481,10.7532483,0.053580199,14.42696473,0.015379502,0.01339505,44.68439774,29.77421899
2019,SCHOHARIE,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,9,129,741,17.41,54100104,3619260,-74.3352,42.5457,5.6,1795,0.22,9.03,1135.13,0.72,6.78,12.89,1.44,5890,4.43,11.71,9.54,13.36,10.2,8.52,14.43,8.15,2.21,85.48,81.36,24.79,447785100,13.15,9700000US3619260,6.4,18.3,52250,"Middleburgh Central School District, New York",5890,52.3,47.7,50.8,2.6,4.9,4.3,5.7,96.2,1,0.8,2.6,97.4,0.474535665,5.690408189,0.166017136,76.98853758,0.266511771,0.388713247,13.82645381,2.198822605
2019,CATTARAUGUS,PORTVILLE CENTRAL SCHOOL DISTRICT,6,100,1007,9.93,4290104,3623640,-78.3275,42.063,6,1860,0.21,8.52,1095.5,1.67,7.33,13,2.5,4703,3.02,7.65,12.52,12.8,9.5,8.53,11.69,6.61,2.42,77.46,74.04,20.73,188574300,24.94,9700000US3623640,7.8,22.4,53077,"Portville Central School District, New York",4703,47.6,52.4,46.3,5.1,5.5,7.7,6.8,98.3,0.1,0.3,0.9,99.1,0.629990407,6.81916889,0.183747202,76.60062904,0.186133529,0.090203172,13.30854735,2.181580417
2020,FULTON,MAYFIELD CENTRAL SCHOOL DISTRICT,7,108,909,11.99,17080104,3618750,-74.2686,43.1204,5.6,896,0.38,8.71,1140.97,2.83,8.11,13.33,3.33,6087,5.91,12.88,13.72,13.21,7.31,9.05,9.74,4.86,0.95,79.74,75.78,15.56,137403900,44.3,9700000US3618750,15.5,18.8,57195,"Mayfield Central School District, New York",6087,49.4,50.6,41.2,3.8,4.7,8.1,5.8,97.2,1.4,0,1.2,98.8,11.514302,9.58990247,0.332741647,52.36095919,0.522692587,0.673343333,10.25342075,14.75263803
2020,ONTARIO,NAPLES CENTRAL SCHOOL DISTRICT,4,100,697,14.35,43120104,3620220,-77.4006,42.6554,5.4,1663,0.7,8.52,811.28,4.11,8.67,13.17,3.67,5096,6.12,8.28,9.07,15.64,9.48,10.66,13.32,7.67,1.75,83.65,80.61,22.74,305435700,16.68,9700000US3620220,8.2,30.4,58433,"Naples Central School District, New York",5096,50.2,49.8,51.8,3.6,4.5,4.2,5.8,96.9,0.2,1.7,0.6,99.4,2.789850695,7.016173944,0.091934243,70.25455767,0.110203228,0.13348145,15.4116562,4.192142569
2020,ESSEX,LAKE PLACID CENTRAL SCHOOL DISTRICT,9,96,934,10.28,15110204,3616500,-73.9522,44.2632,4.8,1867,0.5,8.42,1090.68,-0.11,5.61,11.33,1.06,5591,6.6,10.43,14.33,10.7,4.04,8.21,11.88,5.99,3.47,77.3,74.82,21.34,462330900,12.09,9700000US3616500,6.7,43.7,63283,"Lake Placid Central School District, New York",5591,46.1,53.9,38.9,3,7.9,6.6,6.9,96,1.1,0.3,2.6,97.4,2.241576326,4.096157103,0.107066173,86.01501652,0.372006284,0.415806082,0.875801293,5.876570223
2020,ONONDAGA,ONONDAGA CENTRAL SCHOOL DISTRICT,8,120,853,14.3,42120104,3621810,-76.2255,42.9488,5.2,1056,0.74,9.85,1027.43,4.11,9.11,14.17,3.72,5406,5.83,10.56,10.14,12.69,10.47,9.42,9.88,6.03,3.64,79.17,77.73,19.55,88247700,61.26,9700000US3621810,4.1,28.7,71925,"Onondaga Central School District, New York",5406,48.7,51.3,46.7,4.6,4.5,6.5,5.8,82.9,7.6,0.6,1.3,98.7,0.211110318,12.6166461,0.683303927,33.07700937,0.035694981,0.011218423,46.92666211,6.438354767
2020,WAYNE,RED CREEK CENTRAL SCHOOL DISTRICT,6,139,856,16.24,65150304,3624210,-76.7005,43.2571,4.7,367,1.01,9.88,854.71,5.06,9.83,14.61,4.11,5595,4.41,12.05,9.97,13.64,8.56,7.06,8.31,4.93,1.91,71.94,68.58,15.16,211075200,26.51,9700000US3624210,14,18.8,57833,"Red Creek Central School District, New York",5595,50.2,49.8,38.5,6.1,8.8,8.5,5.7,92.9,1.4,0.4,3.9,96.1,3.776094965,9.969385319,0.134738709,40.05577159,0.080161004,0.126637331,29.89579069,15.96142038
2020,CAYUGA,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,12,105,731,14.36,5070104,3627570,-76.589,42.7231,5.3,1089,0.61,9.26,893.83,4.22,9.11,13.94,4,5875,9.31,13.11,8.58,13.69,7.95,6.91,11.32,4.49,1.48,80.95,73.89,17.29,423957600,13.86,9700000US3627570,6.1,30.4,71690,"Southern Cayuga Central School District, New York",5875,52.4,47.6,40,4.3,4.9,5.9,8.1,94.1,0.4,0.7,5,95,10.56629248,7.221524039,0.032479663,15.84519301,0.001698283,0.038423654,62.64902434,3.645364536
2020,MONTGOMERY,CANAJOHARIE CENTRAL SCHOOL DISTRICT,11,107,922,11.61,27030104,3606300,-74.5315,42.8611,5.4,663,0.61,10.52,955.55,3.61,9.22,14.83,3.5,6306,5.22,9.37,13.16,14.03,8.39,5.34,9.44,5.85,3.14,75.53,73.37,18.43,259874100,24.27,9700000US3606300,6.7,18,53034,"Canajoharie Central School District, New York",6306,49.2,50.8,41.1,4.7,7.5,6.9,6.9,96.5,0.3,0.4,1.2,98.8,0.618876602,8.401414377,0.016277113,27.45810375,0.010043325,0.090043602,55.93508549,7.470155741
2020,STEUBEN,CANISTEO-GREENWOOD CSD,8,132,997,13.24,57150206,3600124,-77.6135,42.2096,5.9,1709,0.32,10.27,749.81,3,8.61,14.22,3.33,5627,4.89,8.41,12.81,12.67,8.58,6.58,12.9,5.94,3.57,79.12,75.21,22.41,498272400,11.29,9700000US3600124,6.5,17,54878,"Canisteo-Greenwood Central School District, New York",5627,52.3,47.7,45.4,4.5,5,6.9,7.3,95.8,0.4,2.7,0.5,99.5,0.099885123,6.366818632,0.049310377,65.06784241,0.1641873,0.152627358,26.83261204,1.26671676
2021,RENSSELAER,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),15,126,1148,10.98,49020204,3605520,-73.5397,42.7812,6.8,604,0.91,9.85,1340.87,4.11,9.5,14.83,4.44,8849,4.92,10.48,8.01,15.59,8.2,6.28,10.16,6.66,1.88,74.98,71.79,18.69,181560600,48.74,9700000US3605520,4.3,33.4,93076,"Brunswick Central School District (Brittonkill), New York",8849,50.3,49.7,43.3,5.8,4.7,9.9,7.5,97.2,0.2,1.1,4.1,95.9,1.74487196,9.755916206,0.408458663,55.78484539,0.067415508,0.161598937,25.75470669,6.322186642
2021,SUFFOLK,ELWOOD UNION FREE SCHOOL DISTRICT,37,260,2012,12.92,58040102,3610680,-73.3403,40.8474,6.7,217,1.32,10.67,1258.06,8.06,12.5,16.89,6.39,14390,7.84,9.15,9.82,14.97,8.42,10.2,7.1,4.75,4.13,77.97,75.44,15.98,13614300,1056.98,9700000US3610680,1.8,45.6,144045,"Elwood Union Free School District, New York",14390,49.7,50.3,44.5,4.9,4.5,7.7,6.5,75.8,8.1,5.1,13.8,86.2,0.006610696,90.65247571,0.185099491,8.620347723,0.039664177,0.039664177,0.456138031,0
2021,ALLEGANY,BELFAST CENTRAL SCHOOL DISTRICT,5,70,357,19.61,2080104,3604350,-78.1232,42.3435,7.1,1407,0.44,10.1,1117.6,3.17,8.94,14.67,4.17,2085,8.35,8.78,11.08,13.76,10.55,5.47,12.85,4.27,0.62,76.5,74.15,17.75,181818000,11.47,9700000US3604350,6.1,21.1,52950,"Belfast Central School District, New York",2085,51.5,48.5,41.9,5.3,5.7,8.3,5,97.6,0,0.1,0.5,99.5,0.804870805,6.737946738,0.120780121,67.95663796,0.086130086,0.203940204,22.59380259,1.495891496
2021,ESSEX,LAKE PLACID CENTRAL SCHOOL DISTRICT,11,99,912,10.86,15110204,3616500,-73.9522,44.2632,5.8,1867,0.41,7.56,1124.2,0.17,5.61,11,1.94,5476,6.04,10.76,14.7,11.3,6.37,9.44,9.81,5.66,2.26,78.63,75.57,17.73,462330900,11.84,9700000US3616500,5.7,42.1,72273,"Lake Placid Central School District, New York",5476,48.2,51.8,41.7,3.4,7.6,6.1,6.6,95,0.6,0.2,2.3,97.7,2.25286694,4.112509028,0.104730184,85.95389147,0.354875696,0.473427149,0.874243967,5.87345557
2021,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL DISTRICT,9,94,520,18.08,16080104,3607080,-74.0707,44.8945,5.8,1286,0.69,9.13,1122.68,2.44,7.56,12.67,3.17,2733,4.28,9.81,11.31,14.64,9.15,9.99,9.37,6.95,1.43,79.73,76.22,17.75,327347100,8.35,9700000US3607080,11.5,18.7,60197,"Chateaugay Central School District, New York",2733,52.7,47.3,46.7,5.9,4,6.6,6.6,94.8,0.5,0.1,1.8,98.2,0.928280948,5.428353814,0.122084343,47.70885634,1.392971351,0.77045119,29.66072101,13.988281
2021,MADISON,MADISON CENTRAL SCHOOL DISTRICT,9,82,443,18.51,25110104,3618080,-75.5085,42.9321,6.1,1207,0.57,8.72,1210.31,3.11,8.22,13.33,3.94,2725,4.66,5.5,13.94,17.39,8.07,6.17,15.89,3.6,1.61,78.94,75.38,21.1,143890200,18.94,9700000US3618080,7.7,22.2,67885,"Madison Central School District, New York",2725,60.1,39.9,45.9,4.5,5,5.7,7.9,97.3,1.2,1.2,1.3,98.7,0.243310524,8.639087304,0.000625477,29.79271695,0.011258585,0.136979447,57.21299991,3.963021804
2022,GREENE,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,23,150,1202,12.48,19050104,3608490,-73.8446,42.3465,5.9,154,1.02,12.49,1087.12,4.72,10.44,16.17,4.22,12502,7.05,11.28,14.49,11.28,7.32,9.48,13.19,6.65,2.53,85.52,81.94,22.36,169334100,73.83,9700000US3608490,4.9,26.9,80841,"Coxsackie-Athens Central School District, New York",12502,59,41,45.3,3.2,3.2,5.1,5.2,81.6,10.1,1.9,7.2,92.8,5.89107569,14.66444148,0.23545169,48.07253825,0.048897416,0.379486471,24.72295893,5.985150067
2022,BROOME,HARPURSVILLE CENTRAL SCHOOL DISTRICT,20,125,613,20.39,3050104,3613710,-75.67,42.1911,5.9,1421,0.52,10.05,1172.72,1.89,7.83,13.83,2.78,4868,2.67,7.21,9.18,11.38,8.53,10.09,12.63,8.2,0.53,72.93,69.78,21.36,238879800,20.38,9700000US3613710,4.7,16.4,71994,"Harpursville Central School District, New York",4868,52.2,47.8,45.8,4.1,6.1,11.8,7.6,94.9,0.7,0.2,1.5,98.5,0.68230968,8.504193322,0.093812872,61.39317766,0.06367219,0.142414721,27.57156528,1.548854277
2022,WAYNE,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,13,173,1178,14.69,65150106,3616980,-76.8535,43.207,5,377,1.06,10.18,1067.05,4.06,9.22,14.44,3.78,8595,6.47,12.84,11.33,10.12,5.93,7.69,12.45,5.58,3.98,79.52,74.02,22.01,341931600,25.14,9700000US3616980,11,17.2,60907,"North Rose-Wolcott Central School District, New York",8595,53,47,41.9,5.2,5.2,6,7.2,90.9,2.8,0.6,5.1,94.9,6.578420947,9.267116581,0.072909319,30.02574199,0.078963161,0.206883482,39.09781956,14.67214496
2022,MONTGOMERY,OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD,11,123,795,15.47,27120104,3601107,-74.6493,43.048,5.5,1027,0.44,8.88,1340.36,1.61,7.17,12.72,2.72,5913,5.45,9.56,13.85,10.4,5.58,8.44,11.77,5.38,3.53,75.56,72.86,20.68,306611100,19.29,9700000US3601107,12,14.4,57736,"Oppenheim-Ephratah-St. Johnsville Central School District, New York",5913,52.4,47.6,39.4,7.4,5.9,7.1,5.7,93.9,0.3,0,3.7,96.3,1.44593591,6.701322946,0.295292636,54.83020673,0.481098042,0.270342463,25.19174942,10.78405185
2010,Herkimer,Herkimer C S D,5,157,1364,11.51,21060106,3614220,-74.9753,43.0495,7.5,541,0.56,10.53,1288.03,3.61,9,14.39,3.11,9983,6.77,9.51,9.77,12.23,6.36,5.09,8.47,8.06,6.42,77.52,71.07,22.96,65106900,153.33,9700000US3614220,12,15.9,30954,"Herkimer Central School District, New York",9983,43,57,41.2,6.2,5.8,7.1,8.2,94.8,1.1,0.6,2.6,97.4,1.072697364,17.3470093,0.034558549,39.21842385,0.034558549,0.076028808,40.36023832,1.856485257
2010,Washington,Whitehall C S D,0,131,787,16.65,64170106,3631290,-73.4213,43.5737,6.6,240,0.89,12.42,1120.14,4.28,9.89,15.5,2.67,5060,3.2,11.52,11.68,16.36,8.14,8.66,8.68,5.04,2.13,77.25,74.09,15.85,323706600,15.63,9700000US3631290,12.1,12.9,42554,"Whitehall Central School District, New York",5060,51.5,48.5,44.3,5.3,6.1,5.6,7.5,98.5,0,0.1,1.5,98.5,2.731918348,5.019545477,0.20963428,70.91699706,0.124279208,0.16042305,13.92677814,6.91042444
2010,Allegany,Fillmore C S D,0,102,876,11.64,2200104,3611070,-78.1179,42.4666,7.7,1286,0.52,11.01,1052.58,2.28,8.28,14.28,1.94,5372,15.04,6.46,12.21,12.01,4.84,4.95,5.32,4.15,2.14,76.6,60.44,11.62,289115100,18.58,9700000US3611070,15.2,21.7,43347,"Fillmore Central School District, New York",5372,47.1,52.9,28.3,6.8,6.5,5.8,13.8,97,0.7,1.1,0.6,99.4,0.501184476,7.033703878,0.142572975,54.0071411,0.067862246,0.227867725,35.75344214,2.266225458
2011,Essex,Ticonderoga C.S.D.,0,126,954,13.21,15150106,3628680,-73.5242,43.79,7.1,1247,0.42,9.3,1505.71,1.22,7.22,13.22,1.78,5802,3.93,11.81,7.55,16.61,8.51,7.43,9.38,9.98,3.83,80.75,78.13,23.18,420107400,13.81,9700000US3628680,12.1,25.1,43214,"Ticonderoga Central School District, New York",5802,47,53,49.2,4.2,7.7,4.2,5,95.9,0.1,0.3,0.4,99.6,13.71399314,4.399660658,0.298852151,71.20629153,0.300565998,0.418607242,6.019674969,3.642354312
2011,Franklin,Tupper Lake C.S.D.,11,104,815,12.76,16010106,3629160,-74.5642,44.2216,6.5,1919,0.27,8.49,1508.25,0.22,6.06,11.94,1.17,6230,6.93,11.67,10.45,15.2,6.77,8.12,7.87,7.64,1.54,78.44,75.09,17.05,760894200,8.19,9700000US3629160,3.6,13.3,48856,"Tupper Lake Central School District, New York",6230,51.3,48.7,42.9,4.3,6.9,7.2,5.4,96.5,2,0.2,0.3,99.7,7.404682543,2.134514891,0.060323761,68.49928676,2.983069131,1.355865244,0.103969777,17.45828789
