Year,COUNTY,District Name,Autism,Total SWD Count,Total Students,Classification Rate,SED1,GEOID,Longitude,Latitude,PM25,Elevation (ft),vpdmin_hPa,vpdmax _hPa,ppt_mm,tmin_c,tmean_c,tmax_c,tdmean_c,Total_pop,Age20to24_percent,Age25to34_percent,Age35to44_percent,Age45to54_percent,Age55to59_percent,Age60to64_percent,Age65to74_percent,Age75to84_percent,Age85plus_percent,Age18plus_percent,Age21plus_percent,Age65plus_percent,LC_Total,Pop_density,GEO_ID,Below_poverty_percent,Bachelor_plus_percent,Median_household_income,NAME,total_pop,male_percent,female_percent,median_age,under5_percent,age5to9_percent,age10to14_percent,age15to19_percent,white_percent,black_percent,asian_percent,hispanic_percent,non_hispanic_percent,Water_percent,Developed_percent,Barren_percent,Forest_percent,Shrub_percent,Grass_percent,Pasture_crops_percent,Wetland_percent
2010,Suffolk,Amagansett U F S D,0,8,104,7.69,58030302,3602880,-72.0798,40.9714,,0,1.92,9.28,1232.66,8.56,12.06,15.5,5.11,1103,3.45,1.63,8.88,24.84,10.34,7.71,23.48,7.89,0.63,91.48,88.4,32,104100300,10.6,9700000US3602880,5.5,63,76029,"Amagansett Union Free School District, New York",1103,51.2,48.8,55,0.6,2.7,4.4,3.4,96,4,0,8.7,91.3,74.15857591,10.18440869,4.40315734,5.971452532,0.012968262,0.624205694,1.123051519,3.522180051
2010,Delaware,Andes C S D,0,11,103,10.68,12010204,3603000,-74.8021,42.1464,7.7,1768,0.26,10.01,1254.51,1.22,7.28,13.39,1.44,873,6.64,5.38,4.01,20.73,10.42,11.91,12.6,7.22,5.96,90.15,82.82,25.77,247951800,3.52,9700000US3603000,6.1,18.7,37027,"Andes Central School District, New York",873,52.1,47.9,53,1.1,1.9,2.9,9.2,93.7,1.5,1.7,5.7,94.3,3.399612344,4.566935993,0.223591843,77.55079818,0.007985423,0.068965017,13.43039252,0.751718681
2010,Warren,Bolton C S D,0,17,234,7.26,63010104,3605010,-73.6402,43.5928,6.7,430,0.66,11.4,1138.68,3.56,9.22,14.89,2.5,2300,5.43,8,8.13,20.61,6.61,11.61,6.87,10.35,3.48,82.52,80.52,20.7,173015100,13.29,9700000US3605010,1.6,31.2,56016,"Bolton Central School District, New York",2300,48.2,51.8,50.4,7.9,4.4,3.6,3,96.6,2.7,0,7.7,92.3,26.24233376,5.229427952,0.070225084,64.26219446,0.136288682,0.148252956,0.265294763,3.645982345
2010,Suffolk,Fire Island U F S D,0,2,17,11.76,58051402,3621540,-73.1439,40.6371,,0,2.2,10.75,1248.92,8.67,12.39,16.06,4.83,437,3.66,6.41,15.1,16.25,5.72,9.38,15.79,6.64,1.6,83.52,80.55,24.03,435890700,1,9700000US3621540,0,55.9,66250,"Fire Island Union Free School District, New York",437,51.3,48.7,48.7,4.8,4.8,3.2,6.6,91.3,0,7.1,4.6,95.4,95.31139343,0.875242349,2.442584804,0.090848463,0.00165179,0.027461013,0.000412948,1.250405205
2010,Suffolk,Fishers Island U F S D,0,8,73,10.96,58100402,3611100,-72.004,41.2706,,3,1.67,8.95,1421.89,8.17,11.83,15.5,5.06,250,3.2,4,15.2,28.4,8.8,7.2,6,3.2,2,81.2,78,11.2,66285000,3.77,9700000US3611100,7.7,35.3,67045,"Fishers Island Union Free School District, New York",250,46.8,53.2,47.5,0,2.4,8.4,11.2,100,0,0,0,100,84.01900883,7.179904956,1.659198914,3.994568907,0.006788866,1.175831636,0.186014936,1.77868296
2010,Putnam,Garrison U F S D,0,23,265,8.68,48040402,3611860,-73.9232,41.3757,7.7,564,1.27,12.44,1437.89,6.22,11.28,16.33,3.67,3225,2.7,9.86,10.45,18.82,6.11,7.84,10.91,8.56,4.53,81.05,79.35,24,53523000,60.25,9700000US3611860,2.9,51.1,98214,"Garrison Union Free School District, New York",3225,56,44,49,4.2,4.6,7.8,3.6,90.4,2.3,2.1,6.3,93.7,5.994619136,11.67815705,0.025222801,76.53102405,0.00672608,0.053808643,2.784597276,2.925844964
2010,Hamilton,Inlet Comm S D,0,2,30,6.67,20050108,3615330,-74.7376,43.7284,6.8,2221,0.35,8.85,1122.17,0.5,6.11,11.67,0.72,475,0,10.32,11.16,9.26,3.16,13.89,16.63,11.37,0.63,81.89,76.42,28.63,171935100,2.76,9700000US3615330,4.2,35,62083,"Inlet Common School District, New York",475,52.4,47.6,50.7,5.3,5.5,4.8,8,100,0,0,0,100,6.363098634,1.954051267,0.030883746,80.09464036,0.043970079,0.185302478,0,11.32805343
2010,Hamilton,Long Lake C S D,0,2,64,3.13,20070104,3617760,-74.5583,43.9969,6.8,1844,0.35,8.9,1115.06,0.5,6.28,12,0.78,642,1.09,5.92,14.17,15.89,9.19,11.53,10.44,11.84,1.87,82.24,81.93,24.14,1002297600,0.64,9700000US3617760,2.4,35.3,54519,"Long Lake Central School District, New York",642,54.4,45.6,51.6,5,5.3,2.6,5.1,95,0.2,0,2.2,97.8,8.279516982,0.81739196,0.020472961,73.03001623,1.207635337,0.641755503,0.004759066,15.99845196
2010,Essex,Minerva C S D,0,18,130,13.85,15080104,3619530,-74.0552,43.854,6.4,1860,0.2,7.56,1128.78,0.94,6.17,11.39,1.56,587,4.09,5.79,13.97,16.35,9.2,8.69,16.52,9.2,2.56,86.71,85.86,28.28,415935000,1.41,9700000US3619530,9,17.1,39271,"Minerva Central School District, New York",587,51.8,48.2,53.8,5.3,2.6,3.1,2.7,99.1,0.2,0,0,100,2.080276966,1.305203938,0.010169858,86.05496051,0.367845937,0.262468895,0.113383101,9.805690793
2010,Essex,Newcomb C S D,0,5,87,5.75,15100104,3620730,-74.1262,44.0169,6.2,1841,0.38,7.63,1142.49,1,6,11,1.06,494,3.64,3.85,4.66,16.4,11.94,12.75,13.56,12.15,1.82,83.2,78.95,27.53,603901800,0.82,9700000US3620730,2.6,21.7,50893,"Newcomb Central School District, New York",494,47,53,55.6,2,2.4,6.9,7.9,99.6,0,0,0,100,2.943657396,0.8269722,0.392845327,85.4052596,0.522502168,0.199105219,0.004918018,9.704740075
2010,Suffolk,Oysterponds  U F S D,0,13,97,13.4,58100202,3621930,-72.2417,41.1793,7.8,3,1.67,9.19,1399.54,8.17,11.83,15.56,5,1801,3.16,7.33,7.27,14.6,8.55,9.33,17.38,8.94,2.44,83.45,78.35,28.76,275845500,6.53,9700000US3621930,5.6,38.1,71607,"Oysterponds Union Free School District, New York",1801,46.1,53.9,52.7,3.8,5.7,3.8,7.7,90.1,0,3.3,5.6,94.4,92.15158485,2.307704857,0.916165027,1.283544593,0.026427837,0.350413547,1.709000147,1.255159138
2010,Hamilton,Piseco Comn S D,0,2,25,8,20010108,3623130,-74.5888,43.5437,6.4,2575,0.3,7.1,1404.87,0.78,5.56,10.39,1.11,153,0.65,6.54,20.92,16.99,5.23,15.03,7.19,3.27,3.27,79.08,79.08,13.73,697284000,0.22,9700000US3623130,5.9,22,39853,"Piseco Common School District, New York",153,43.1,56.9,48.5,3.9,7.2,9.8,0,96.1,3.9,0,0.7,99.3,3.825442718,0.577211007,0.018973618,85.52700191,0.078475915,0.15927513,0.009422273,9.804197429
2010,Washington,Putnam C S D,0,3,43,6.98,64140104,3623970,-73.4158,43.7526,6.4,584,0.61,11.25,1173.73,3.06,8.78,14.56,2.22,584,3.42,6.16,9.08,23.97,9.76,6.85,10.79,9.59,0.68,80.99,80.14,21.06,94882500,6.15,9700000US3623970,3.5,24.2,44375,"Putnam Central School District, New York",584,52.6,47.4,51.3,8.2,3.9,4.1,3.4,99.7,0,0.3,0,100,6.032724686,5.746265117,0.072089163,69.57173346,0.224804363,0.122361869,13.18472848,5.045292862
2010,Suffolk,Quogue U F S D,0,5,121,4.13,58090302,3624060,-72.5868,40.8,7.7,0,1.77,9.91,1277.37,7.39,11.5,15.56,4.33,808,3.22,1.36,12.13,17.08,9.65,12.62,18.19,9.65,3.59,88.61,85.89,31.44,44640900,18.1,9700000US3624060,2.7,47.7,65625,"Quogue Union Free School District, New York",808,48,52,55.8,0.7,2.1,7.1,2.6,78.6,16.2,0,15.5,84.5,69.13647453,22.16778564,2.026250529,1.95971693,0,0.284279925,0,4.425492449
2010,Sullivan,Roscoe C S D,0,37,244,15.16,59130104,3625020,-74.9468,41.96,7.9,1670,0.28,9.97,1319.28,1.83,7.67,13.5,1.78,1889,4.87,8.73,9,15.3,12.18,7.31,13.55,9.42,6.51,88.46,86.34,29.49,279758700,6.75,9700000US3625020,10.9,18.6,49034,"Roscoe Central School District, New York",1889,49.2,50.8,54.1,4.9,2.9,2.4,3,95.4,0.5,1.8,3.9,96.1,1.106024585,4.953304401,0.036996168,89.12280476,0.053724871,0.10680633,3.52203524,1.098303645
2011,Suffolk,Amagansett U F S D,0,11,101,10.89,58030302,3602880,-72.0798,40.9714,,0,1.32,8.31,1193.8,8.61,12.11,15.61,6.06,1175,2.04,1.19,8,23.15,9.28,10.38,18.98,11.15,1.96,88.51,86.13,32.09,104100300,11.29,9700000US3602880,4.9,59,74831,"Amagansett Union Free School District, New York",1175,52,48,55.7,1.9,3.2,4.1,4.7,97.9,2.1,0,6,94,74.16376322,10.20775156,4.397105484,5.966265227,0.012968262,0.613831084,1.117864214,3.52045095
2011,Warren,Bolton C S D,0,15,229,6.55,63010104,3605010,-73.6402,43.5928,7.3,430,0.66,10.4,1391.41,3.11,8.78,14.39,2.61,2266,6.44,8.91,6.84,23.48,7.99,9.22,8.03,9.66,3.62,84.91,82.74,21.32,173015100,13.1,9700000US3605010,2,28.8,58601,"Bolton Central School District, New York",2266,50.6,49.4,50.4,7.5,1.5,2.3,4.5,97.3,2.7,0,6.7,93.3,26.17835091,5.246073898,0.068144341,64.30484969,0.116001436,0.149293328,0.268936064,3.668350335
2011,Clinton,Chazy U F S D,0,41,480,8.54,9060102,3607170,-73.431,44.877,6.6,161,1.06,9.35,1243.84,3.33,8.39,13.44,2.06,3006,5.16,11.78,12.28,17.66,5.19,5.26,9.31,6.79,0.63,80.9,70.99,16.73,139430700,21.56,9700000US3607170,6.9,18.2,60455,"Chazy Union Free School District, New York",3006,50.5,49.5,40.5,4.3,4.6,5.6,11.5,97.2,1.2,0.6,3.1,96.9,13.22592514,8.280887925,0.143942475,17.58099185,0.151688258,0.149751812,41.94018964,18.5266229
2011,Suffolk,Fire Island U F S D,0,1,12,8.33,58051402,3621540,-73.1439,40.6371,,0,1.59,9.42,1244.35,8.89,12.5,16.06,5.89,563,10.12,6.75,11.01,12.97,8.17,6.57,13.85,4.62,0,78.86,69.63,18.47,435890700,1.29,9700000US3621540,0,57,83929,"Fire Island Union Free School District, New York",563,53.6,46.4,38.9,11.5,3.4,3.4,7.6,93.4,0,3.7,6.6,93.4,95.2959079,0.875448822,2.459515654,0.090022568,0.001858264,0.027461013,0.000412948,1.249372836
2011,Washington,Fort Edward U F S D,0,65,537,12.1,64060102,3611310,-73.5751,43.2709,6.9,240,0.45,9.74,1384.81,3,8.67,14.33,2.94,3069,5.34,13.95,12.87,15.22,7.4,5.73,7.17,6.58,2.18,77.55,75.04,15.93,7902000,388.38,9700000US3611310,15.3,12.1,49796,"Fort Edward Union Free School District, New York",3069,48.4,51.6,41.5,5.5,4.6,7.1,6.3,99.2,0.7,0,1.5,98.5,5.375854214,44.55580866,0.683371298,5.876993166,0.034168565,0.318906606,30.59225513,12.56264237
2011,Putnam,Garrison U F S D,0,18,256,7.03,48040402,3611860,-73.9232,41.3757,8.7,564,0.98,10.38,1993.9,6.17,11.06,15.94,4.33,3018,3.28,9.01,11.5,20.91,6.3,6.93,9.97,3.98,3.41,76.84,74.62,17.36,53523000,56.39,9700000US3611860,4.2,54.2,111136,"Garrison Union Free School District, New York",3018,51.4,48.6,45.7,4.6,5.5,10,4.6,87.4,1.3,3.4,11.7,88.3,5.797881285,11.70001682,0.025222801,76.53606861,0.00504456,0.047082563,2.782915756,3.105767614
2011,Hamilton,Inlet Comm S D,0,2,31,6.45,20050108,3615330,-74.7376,43.7284,6.8,2221,0.42,8.35,1519.68,0.39,6,11.67,0.89,517,0.19,8.7,11.61,9.86,4.06,15.67,15.09,11.99,0.39,82.21,77.37,27.47,171935100,3.01,9700000US3615330,2.9,34.6,59375,"Inlet Common School District, New York",517,50.1,49.9,50.3,4.1,5.4,6,7,99.6,0.2,0,0,100,6.378802234,1.95457472,0.030360293,80.07893676,0.049728066,0.179544491,0,11.32805343
2011,Hamilton,Long Lake C S D,0,6,67,8.96,20070104,3617760,-74.5583,43.9969,6.8,1844,0.4,8.64,1402.08,0.28,6.17,12,0.83,649,6.16,7.4,10.79,16.18,10.79,10.02,8.47,12.33,1.85,84.75,83.98,22.65,1002297600,0.65,9700000US3617760,0,24.3,56635,"Long Lake Central School District, New York",649,55.8,44.2,51.5,4,4.2,1.8,6,93.7,2.2,0.8,1.8,98.2,8.335727832,0.817930722,0.020562755,73.06368887,1.196051951,0.579348888,0.004759066,15.98192992
2011,Essex,Minerva C S D,0,16,122,13.11,15080104,3619530,-74.0552,43.854,6.7,1860,0.29,7.52,1454.4,0.83,6.22,11.61,1.61,600,2.5,8.83,13.5,17,8.83,6.83,16.5,7.17,3.67,86.67,84.5,27.33,415935000,1.44,9700000US3619530,9.3,15.1,43750,"Minerva Central School District, New York",600,49,51,52.8,5.5,2.7,2.3,4.7,97.3,0.5,0.7,0.2,99.8,2.036568214,1.309747917,0.010169858,86.0064914,0.436654766,0.273504274,0.111868441,9.814995131
2011,Essex,Newcomb C S D,0,5,90,5.56,15100104,3620730,-74.1262,44.0169,6.3,1841,0.46,8.13,1509.78,1.11,6.39,11.67,1.11,504,4.17,2.98,5.56,15.67,12.7,10.32,14.68,15.67,1.39,85.71,81.35,31.75,603901800,0.83,9700000US3620730,1.2,21.6,50417,"Newcomb Central School District, New York",504,46.6,53.4,57,1.6,1,5.8,8.5,98.8,0,0,0.4,99.6,2.930244619,0.827270261,0.394186605,85.45980489,0.47734582,0.204917422,0.004918018,9.701312366
2011,Suffolk,Oysterponds  U F S D,0,12,86,13.95,58100202,3621930,-72.2417,41.1793,8.3,3,1.14,8.44,1411.48,7.89,11.78,15.67,5.78,1795,4.46,6.35,6.07,14.99,10.25,7.41,17.38,8.02,4.9,85.46,77.88,30.31,275845500,6.51,9700000US3621930,4.9,40.7,74773,"Oysterponds Union Free School District, New York",1795,48.4,51.6,53.5,3.5,4,2.8,9.9,90.1,0.1,3.5,5.6,94.4,92.15093232,2.333480155,0.916165027,1.283870862,0.027080377,0.346172042,1.685508736,1.256790486
2011,Hamilton,Piseco Comn S D,0,3,27,11.11,20010108,3623130,-74.5888,43.5437,6.5,2575,0.29,6.73,1704.34,0.56,5.44,10.33,1.28,119,0,8.4,12.61,18.49,5.88,20.17,11.76,2.52,4.2,84.03,84.03,18.49,697284000,0.17,9700000US3623130,9.5,31.1,41071,"Piseco Common School District, New York",119,42,58,50.7,6.7,4.2,5,0,99.2,0.8,0,1.7,98.3,3.82557179,0.577469152,0.020006195,85.5159017,0.084284165,0.159146058,0.009422273,9.808198668
2011,Washington,Putnam C S D,0,4,33,12.12,64140104,3623970,-73.4158,43.7526,6.9,584,0.65,10.33,1341.88,2.61,8.39,14.17,2.33,578,3.46,9.34,9.52,23.01,7.61,7.79,10.55,9.69,0.17,82.18,80.8,20.42,94882500,6.09,9700000US3623970,3.6,22.9,46625,"Putnam Central School District, New York",578,51.6,48.4,50.4,6.9,4.7,3.6,3.6,99.5,0,0.3,0.2,99.8,6.312544463,5.754801992,0.060706664,69.56888783,0.212473322,0.120464785,13.17619161,4.793929334
2011,Suffolk,Quogue U F S D,0,5,120,4.17,58090302,3624060,-72.5868,40.8,8,0,1.14,8.73,1263.65,7.39,11.5,15.67,5.44,781,4.61,2.43,12.16,12.29,5.63,21.51,17.8,8.45,3.97,91.04,85.79,30.22,44640900,17.5,9700000US3624060,2.7,53.2,69500,"Quogue Union Free School District, New York",781,47,53,60.2,0.8,3.7,3.5,3.2,83.6,11.9,0,10.9,89.1,69.15058771,22.17181798,2.030282869,1.953668421,0,0.282263755,0,4.411379262
2011,Suffolk,Sagaponack Comn S D,0,1,19,5.26,58091008,3625410,-72.258,40.9042,7.5,7,1.08,8.8,1261.11,7.67,11.72,15.78,5.61,194,3.61,6.7,8.25,6.19,10.82,19.59,34.54,6.7,1.03,97.42,97.42,42.27,37815300,5.13,9700000US3625410,0,90.7,104773,"Sagaponack Common School District, New York",194,43.3,56.7,64.5,0,0,1.5,1,95.4,0,0,0,100,70.22871695,11.54770688,1.889711307,0.999595402,0.019039912,0.523597591,12.87336078,1.918271176
2011,Herkimer,Van Hornesville-Owen D. Young C S D,0,23,229,10.04,21170104,3622200,-74.8597,42.916,7.6,1617,0.37,7.42,1571.75,2.11,7.06,12.06,2.33,1844,6.56,8.89,17.79,12.64,6.18,4.5,6.62,3.96,0.87,72.94,66,11.44,171806400,10.73,9700000US3622200,9.5,13.6,46477,"Owen D. Young Central School District, New York",1844,53.3,46.7,36.8,4.8,6.1,9.5,11.7,97.6,1.2,0,0.9,99.1,0.270304249,5.996458805,0.327927248,38.74465678,0.015715363,0.026716118,47.91404744,6.704174001
2012,Suffolk,Amagansett U F S D,0,13,95,13.68,58030302,3602880,-72.0798,40.9714,,0,1.47,8.53,875.79,9.28,12.78,16.33,6.61,1236,2.02,4.37,10.11,19.98,8.01,7.36,20.63,9.39,2.59,86.41,84.47,32.61,104100300,11.87,9700000US3602880,1.9,60.9,78333,"Amagansett Union Free School District, New York",1236,51.6,48.4,54.4,5,3.2,3.3,4,98.4,1.1,0.5,5.5,94.5,74.16116956,10.24146904,4.397105484,5.955026066,0.011239161,0.605185576,1.110947807,3.517857297
2012,Warren,Bolton C S D,0,13,198,6.57,63010104,3605010,-73.6402,43.5928,6.5,430,0.75,11.92,1000,3.94,9.72,15.56,2.89,2132,6.94,8.44,9.76,20.83,9.8,7.74,10.04,9.19,3.66,87.38,85.13,22.89,173015100,12.32,9700000US3605010,1.3,33.3,59130,"Bolton Central School District, New York",2132,49,51,50.6,7.3,1.7,1.4,3.2,96.5,3,0.5,7.9,92.1,26.15234162,5.25075557,0.070225084,64.30641025,0.109759206,0.174782432,0.26945625,3.666269591
2012,Clinton,Chazy U F S D,0,45,475,9.47,9060102,3607170,-73.431,44.877,5.9,161,1.25,10.26,883.16,3.72,9,14.22,2.17,2879,6.36,9.2,12.05,16.85,5.31,3.82,11.5,7.68,1.15,81.87,71.24,20.32,139430700,20.65,9700000US3607170,5.5,19.7,58182,"Chazy Union Free School District, New York",2879,51.4,48.6,41.7,2.4,4,6.4,13.3,97.9,0.4,0.6,2.2,97.8,13.21172453,8.334462927,0.146524402,17.62488462,0.138133137,0.144587957,41.89242398,18.50725844
2012,St Lawrence,Colton-Pierrepont C S D,0,39,336,11.61,51050104,3608100,-74.8308,44.4085,5.1,1358,0.22,9.84,1187.2,1.17,7.33,13.5,2.06,2490,3.41,11.08,10.28,19.04,9.28,7.63,12.57,7.67,1.41,83.57,82.17,21.65,652561200,3.82,9700000US3608100,7.7,28.2,44974,"Colton-Pierrepont Central School District, New York",2490,51.8,48.2,49.2,4.5,3.5,6.2,3.4,97.1,1.1,0.9,0.7,99.3,4.581501321,2.428186046,0.212255954,71.11677801,3.891083319,1.239332035,0.610563423,15.92029989
2012,Suffolk,Fire Island U F S D,0,4,33,12.12,58051402,3621540,-73.1439,40.6371,,0,1.69,9.4,1133.35,9.44,13,16.56,6.33,565,7.43,6.55,12.57,7.26,7.61,8.5,17.35,6.73,0.18,78.76,71.5,24.25,435890700,1.3,9700000US3621540,0,46.6,82969,"Fire Island Union Free School District, New York",565,52.6,47.4,40.8,12.7,3.7,2.3,7.1,93.1,0,2.1,8.7,91.3,95.31614233,0.876687665,2.451876124,0.090229041,0.001858264,0.026841591,0.000412948,1.23595204
2012,Suffolk,Fishers Island U F S D,0,10,62,16.13,58100402,3611100,-72.004,41.2706,,3,1.34,8.53,1016,8.67,12.44,16.22,6.28,307,3.26,3.26,15.31,28.99,2.61,14.66,8.79,1.63,1.63,83.39,78.83,12.05,66285000,4.63,9700000US3611100,8.1,47.4,146917,"Fishers Island Union Free School District, New York",307,44.6,55.4,48.3,0,2,9.4,8.5,100,0,0,0,100,83.97420231,7.239646979,1.678207739,3.99185336,0.006788866,1.131025119,0.187372709,1.790902919
2012,Putnam,Garrison U F S D,0,12,238,5.04,48040402,3611860,-73.9232,41.3757,7.4,564,1.2,11.79,1191.26,7.06,12,16.94,4.56,3157,4.12,8.49,12.13,23.54,6.59,6.02,6.53,4.56,3.42,76.75,74.79,14.51,53523000,58.98,9700000US3611860,4.9,53.8,116250,"Garrison Union Free School District, New York",3157,52.3,47.7,45.3,5.2,5.2,9.8,4.4,90.5,1,2.1,11.7,88.3,5.691945519,11.71851354,0.025222801,76.52934253,0.00504456,0.040356482,2.779552716,3.21002186
2012,Warren,Glens Falls Comn S D,0,26,198,13.13,63091808,3602310,-73.6295,43.3113,6.5,312,0.4,11.38,998.98,3.67,9.61,15.56,3.22,2159,6.81,18.71,14.03,16.91,5.09,6.16,2.92,4.03,2.41,79.2,76.66,9.36,2315700,932.33,9700000US3602310,19.4,12.8,35438,"Glens Falls Common School District, New York",2159,44.3,55.7,35.8,2.6,6.6,7.8,5.9,95.1,1,0,1.9,98.1,4.119704625,95.14185775,0,0.660707346,0,0,0,0.077730276
2012,Hamilton,Inlet Comm S D,0,2,27,7.41,20050108,3615330,-74.7376,43.7284,6.1,2221,0.2,9.59,1172.21,0.22,6.44,12.72,1.17,566,0.35,6.01,10.95,16.25,6.89,13.78,12.9,11.48,0.18,82.51,78.62,24.56,171935100,3.29,9700000US3615330,7.3,32.4,58274,"Inlet Common School District, New York",566,52.8,47.2,50.3,3.2,4.8,6.7,6.5,99.8,0.2,0,0,100,6.319128555,1.956668534,0.030883746,80.1166254,0.049728066,0.184779024,0,11.34218667
2012,Hamilton,Lake Pleasant C S D,0,13,141,9.22,20060104,3616530,-74.4286,43.5711,6.3,1772,0.36,9.11,1136.4,1.06,6.78,12.5,1.28,603,5.64,7.46,7.46,20.73,6.47,10.28,19.24,7.46,1.49,87.89,85.41,28.19,502710300,1.2,9700000US3616530,4,22.2,50714,"Lake Pleasant Central School District, New York",603,47.1,52.9,53.6,1,2.2,7,3.6,92.4,2.5,0.3,1.5,98.5,4.876048889,1.409499666,0.034552704,82.10187856,0.27982319,0.379363622,0.024348019,10.89448535
2012,Hamilton,Long Lake C S D,0,7,72,9.72,20070104,3617760,-74.5583,43.9969,5.9,1844,0.24,9.71,1088.9,0.28,6.56,12.83,1.11,618,5.02,6.96,10.52,14.56,11.33,11.49,10.36,12.46,0.65,84.95,83.33,23.46,1002297600,0.62,9700000US3617760,0,29.1,56786,"Long Lake Central School District, New York",618,53.9,46.1,53.4,4.5,2.8,3.7,5.7,90.5,3.1,0.5,3.9,96.1,8.242701569,0.814877737,0.020472961,73.30613183,1.130502557,0.484436958,0.004759066,15.99611732
2012,Essex,Minerva C S D,0,17,121,14.05,15080104,3619530,-74.0552,43.854,5.9,1860,0.2,8.34,1006.86,0.89,6.56,12.22,1.83,648,1.85,11.27,11.73,16.98,8.49,5.25,17.59,4.32,2.93,82.1,79.94,24.85,415935000,1.56,9700000US3619530,12.5,18.4,48214,"Minerva Central School District, New York",648,49.2,50.8,47.7,6.3,6.6,2.3,4.3,99.4,0.2,0.2,0.2,99.8,1.968624905,1.310180677,0.010169858,86.06123553,0.456345342,0.258357676,0.110786541,9.82429947
2012,Essex,Newcomb C S D,0,6,102,5.88,15100104,3620730,-74.1262,44.0169,5.6,1841,0.24,8.83,1109.73,0.72,6.39,12,1.39,516,4.07,3.88,6.78,12.79,8.72,10.66,16.86,14.73,1.94,83.33,78.49,33.53,603901800,0.85,9700000US3620730,3,17.8,48833,"Newcomb Central School District, New York",516,45.3,54.7,56.2,1.4,0.8,7.9,9.5,99.8,0,0,0.2,99.8,2.846042188,0.82518383,0.388523432,85.55891041,0.435617181,0.213412181,0.004768987,9.727541796
2012,Suffolk,Oysterponds  U F S D,0,8,78,10.26,58100202,3621930,-72.2417,41.1793,7.6,3,1.29,8.88,1032.51,8.5,12.44,16.39,6.28,1679,5.12,5.3,4.59,14.06,10.96,7.44,19.83,9.35,6.67,88.09,81.6,35.85,275845500,6.09,9700000US3621930,4.5,44.4,79750,"Oysterponds Union Free School District, New York",1679,49.7,50.3,57.5,2.9,3,2.6,8.2,93.2,0.2,4.6,3.8,96.2,92.14799589,2.355013948,0.920732802,1.281260706,0.027732916,0.345193233,1.667563908,1.254506599
2012,Washington,Putnam C S D,0,4,36,11.11,64140104,3623970,-73.4158,43.7526,6.3,584,0.74,11.83,986.54,3.44,9.39,15.33,2.56,827,5.2,10.04,10.16,23.1,4.23,6.41,10.04,7.62,0.36,78.72,76.9,18.02,94882500,8.72,9700000US3623970,2.7,21.5,48594,"Putnam Central School District, New York",827,53.8,46.2,45.8,5.8,5.3,5.6,6.2,99.6,0,0.2,0.1,99.9,5.971069481,5.762390325,0.081574579,69.6068295,0.209627697,0.154612284,13.15816931,5.05572682
2012,Suffolk,Quogue U F S D,0,5,110,4.55,58090302,3624060,-72.5868,40.8,7.4,0,1.18,9.12,984,8.06,12.22,16.44,6,782,3.32,3.45,11.13,10.87,6.14,17.9,19.31,11.38,4.48,89.64,86.45,35.17,44640900,17.52,9700000US3624060,2.6,56.2,74318,"Quogue Union Free School District, New York",782,45.4,54.6,60.5,0.6,3.2,4.2,4,87.6,7.9,0,7.2,92.8,69.12437751,22.18593117,2.036331378,1.953668421,0,0.280247586,0,4.41944394
2012,Fulton,Wheelerville U F S D,0,13,121,10.74,17030102,3631200,-74.4987,43.15,7,1713,0.36,7.03,1278.13,1.5,6.39,11.33,1.83,1397,4.37,5.73,12.67,19.61,12.38,9.88,9.81,5.08,1.07,81.75,78.88,15.96,146574900,9.53,9700000US3631200,5,20.5,49034,"Wheelerville Union Free School District, New York",1397,46.7,53.3,48.8,2.9,5,5.4,6.2,99.4,0,0,1.1,98.9,5.949245062,3.601230497,0.049735664,80.36914915,0.454989224,0.230871725,0.109909678,9.234868999
2013,Essex,NEWCOMB CENTRAL SCHOOL DISTRICT,,10,102,9.8,15100104,3620730,-74.1262,44.0169,5.6,1841,0.14,7.42,1181.1,-1.33,4.5,10.28,0.17,471,5.52,2.97,5.31,13.8,7.22,11.68,17.62,13.59,1.91,81.74,77.49,33.12,603901800,0.78,9700000US3620730,2.8,19.5,50417,"Newcomb Central School District, New York",471,46.7,53.3,56.3,1.3,2.8,7.6,8.7,99.8,0,0,0.2,99.8,2.853642761,0.823097398,0.384350568,85.62165239,0.413262554,0.182562794,0.004768987,9.716662543
2013,Suffolk,QUOGUE UNION FREE SCHOOL DISTRICT,,8,93,8.6,58090302,3624060,-72.5868,40.8,7.2,0,0.99,8.11,974.6,6.44,10.72,15,4.72,863,2.2,2.09,7.65,11.82,8.23,21.21,17.15,14.25,5.79,91.77,89.69,37.2,44640900,19.33,9700000US3624060,0,65,86250,"Quogue Union Free School District, New York",863,44.5,55.5,61,0,2.3,4.4,2.9,84.1,10,1.4,0.8,99.2,69.1445392,22.21818988,2.034315208,1.921409706,0.00201617,0.286296095,0,4.393233735
2014,Suffolk,QUOGUE UNION FREE SCHOOL DISTRICT,1,9,96,9.38,58090302,3624060,-72.5868,40.8,6.9,0,1.26,8.46,1080.77,5.94,10.28,14.61,4,968,0,2.79,5.37,16.53,9.61,20.14,13.43,11.57,4.75,85.43,84.19,29.75,44640900,21.68,9700000US3624060,0,65.2,86417,"Quogue Union Free School District, New York",968,45,55,59.8,1.1,3.1,6.9,4.6,90.7,5.5,1.2,1.4,98.6,69.15865239,22.28270731,2.010121172,1.89721567,0.00201617,0.276215246,0,4.373072038
